hr,min,sec,ax,ay,az,gx,gy,gz,temp
1,2,48,0.049776,-1.009672,-0.110776,-2.310000,-2.590000,4.690000,26.46
1,2,48,0.038552,-1.004792,-0.129320,-3.500000,-3.990000,2.870000,26.46
1,2,48,0.023912,-1.002352,-0.142496,0.700000,-1.610000,-2.870000,26.45
1,2,48,0.026352,-1.013576,-0.142496,7.280000,-2.030000,-8.190000,26.43
1,2,48,0.074176,-1.011624,-0.087352,4.200000,-3.220000,5.950000,26.46
1,2,48,0.071248,-1.000400,-0.089304,-3.360000,-3.780000,7.490000,26.42
1,2,48,0.013176,-1.001376,-0.118096,-5.250000,-3.080000,1.120000,26.42
1,2,48,0.034648,-1.006256,-0.146400,-1.050000,0.210000,-6.650000,26.46
1,2,48,0.031232,-1.007720,-0.141520,6.300000,-0.630000,-11.830000,26.43
1,2,48,0.039528,-1.013576,-0.159576,-0.910000,-1.820000,-5.950000,26.41
1,2,48,0.074664,-0.998448,-0.076128,13.300000,0.420000,-1.330000,26.43
1,2,48,0.044896,-1.008208,-0.123464,-6.930000,-3.500000,1.540000,26.41
1,2,48,0.029768,-1.006744,-0.142008,1.120000,-0.140000,-6.860000,26.42
1,2,48,0.038552,-1.008696,-0.119072,10.010000,2.380000,-9.870000,26.42
1,2,48,0.061976,-1.005768,-0.102968,10.080000,1.470000,-9.030000,26.46
1,2,49,0.087840,-1.017480,-0.085888,2.870000,-2.450000,2.170000,26.43
1,2,49,0.086376,-0.999424,-0.087352,-1.820000,-4.900000,9.590000,26.43
1,2,49,0.041968,-1.007232,-0.104920,-4.830000,-4.060000,7.210000,26.43
1,2,49,0.061000,-1.016992,-0.087352,6.510000,1.820000,-7.700000,26.42
1,2,49,0.088816,-0.993080,-0.085888,-1.190000,0.210000,-0.910000,26.45
1,2,49,0.062952,-1.014064,-0.113216,-3.850000,-3.150000,1.890000,26.45
1,2,49,0.087352,-1.022848,-0.111752,-2.450000,-2.870000,7.630000,26.45
1,2,49,0.058560,-0.993568,-0.085888,-4.130000,-2.450000,10.850000,26.43
1,2,49,0.045384,-1.004304,-0.070272,-9.520000,2.870000,10.010000,26.47
1,2,49,0.058072,-0.997960,-0.096624,-18.059999,3.080000,8.540000,26.44
1,2,49,0.055632,-1.016992,-0.177144,8.610000,-1.750000,-8.050000,26.41
1,2,49,0.070272,-1.027728,-0.130784,16.940001,-0.560000,-2.590000,26.45
1,2,49,0.109800,-1.013088,-0.061000,10.640000,-1.050000,7.490000,26.45
1,2,49,0.057096,-0.987224,-0.054656,-0.700000,-2.870000,11.760000,26.49
1,2,49,0.043432,-0.998448,-0.067832,-10.780000,-4.060000,6.440000,26.43
1,2,49,0.022448,-0.995520,-0.126392,-14.350000,-2.660000,-1.050000,26.43
1,2,49,0.033672,-1.016016,-0.152256,-7.840000,-2.240000,-3.430000,26.49
1,2,49,0.061000,-1.002352,-0.102480,2.870000,-1.890000,6.370000,26.43
1,2,49,0.010248,-0.983808,-0.119560,0.000000,-2.310000,-1.050000,26.42
1,2,49,0.030744,-1.027728,-0.130296,0.490000,-2.520000,-7.700000,26.42
1,2,49,0.072224,-1.000888,-0.117608,3.430000,-0.700000,-0.210000,26.44
1,2,49,0.063928,-1.007720,-0.113704,5.180000,-2.030000,1.400000,26.41
1,2,49,0.076128,-1.000400,-0.101504,2.380000,-1.680000,3.780000,26.42
1,2,49,0.055144,-0.990640,-0.103456,-2.030000,-2.380000,3.220000,26.42
1,2,49,0.045384,-1.009184,-0.125904,6.790000,-1.750000,-1.960000,26.43
1,2,49,0.056608,-1.008208,-0.111264,9.030000,-1.750000,0.210000,26.48
1,2,49,0.054168,-0.993080,-0.085888,6.720000,-0.910000,0.210000,26.42
1,2,49,0.068808,-0.999912,-0.085400,-3.080000,-1.890000,1.750000,26.42
1,2,49,0.048800,-0.999424,-0.108824,-6.370000,-2.660000,1.890000,26.46
1,2,49,0.055144,-1.012600,-0.126880,-4.550000,-2.730000,2.310000,26.41
1,2,49,0.040504,-1.007232,-0.131272,-1.540000,-1.330000,1.190000,26.41
1,2,49,0.038064,-1.014064,-0.127856,3.150000,-0.420000,-1.050000,26.46
1,2,49,0.063440,-0.999912,-0.103456,0.980000,-1.120000,-3.500000,26.41
1,2,49,0.074664,-1.015040,-0.104432,-0.280000,-1.540000,1.540000,26.43
1,2,49,0.060512,-1.001376,-0.109312,-0.420000,-1.540000,2.660000,26.48
1,2,49,0.042456,-1.009184,-0.113216,-0.560000,-1.190000,0.350000,26.48
1,2,49,0.034160,-0.998448,-0.117120,0.280000,0.560000,-3.010000,26.45
1,2,49,0.044896,-1.006744,-0.122488,1.890000,1.750000,-7.210000,26.41
1,2,49,0.055144,-1.011136,-0.127856,3.850000,1.260000,-8.260000,26.41
1,2,49,0.080520,-1.000888,-0.081984,2.730000,-1.050000,1.890000,26.45
1,2,49,0.068808,-1.000400,-0.094184,-2.660000,-2.730000,5.040000,26.47
1,2,49,0.043432,-1.005768,-0.117120,-4.130000,-2.450000,2.590000,26.47
1,2,49,0.045872,-1.006744,-0.121024,-2.030000,-1.400000,0.000000,26.47
1,2,49,0.041968,-1.007720,-0.123464,1.820000,-0.350000,-4.620000,26.43
1,2,49,0.059536,-1.003816,-0.112728,-1.890000,-2.380000,3.780000,26.46
1,2,49,0.052216,-1.005280,-0.111264,1.820000,-0.910000,-3.220000,26.43
1,2,49,0.071248,-1.007720,-0.101992,0.140000,-1.820000,1.260000,26.41
1,2,49,0.072224,-1.004792,-0.104920,-1.400000,-2.170000,3.080000,26.41
1,2,49,0.064416,-1.007720,-0.106872,-1.610000,-2.170000,3.080000,26.41
1,2,49,0.053192,-1.005280,-0.112728,0.000000,-1.680000,1.120000,26.41
1,2,49,0.053680,-1.005280,-0.113704,0.700000,-1.470000,-0.700000,26.44
1,2,49,0.060024,-1.006744,-0.111752,0.910000,-1.120000,-1.610000,26.44
1,2,49,0.061488,-1.008208,-0.105896,1.190000,-1.260000,-1.050000,26.43
1,2,50,0.062464,-1.006256,-0.109800,-0.420000,-1.750000,0.980000,26.45
1,2,50,0.058560,-1.003816,-0.111264,0.070000,-1.610000,0.140000,26.45
1,2,50,0.060024,-1.007720,-0.110288,0.490000,-1.400000,0.070000,26.45
1,2,50,0.056120,-1.001376,-0.110288,0.980000,-1.050000,-0.910000,26.43
1,2,50,0.060024,-1.009184,-0.109800,1.610000,-1.120000,-1.610000,26.43
1,2,50,0.065880,-0.997960,-0.110288,2.030000,-0.350000,-2.590000,26.42
1,2,50,0.065392,-1.007720,-0.113216,3.010000,-0.700000,-5.110000,26.42
1,2,50,0.075640,-1.000400,-0.097600,4.340000,0.490000,-3.640000,26.44
1,2,50,0.078568,-1.007720,-0.091256,1.890000,-0.700000,-2.030000,26.44
1,2,50,0.095648,-1.008696,-0.091256,-1.190000,-1.960000,2.660000,26.45
1,2,50,0.079056,-0.998448,-0.101504,-2.940000,-2.520000,5.530000,26.44
1,2,50,0.055144,-1.014552,-0.109800,-1.890000,-2.310000,3.290000,26.44
1,2,50,0.059536,-1.005280,-0.109800,-0.350000,-1.820000,0.630000,26.46
1,2,50,0.065880,-1.007232,-0.107360,0.280000,-1.610000,0.350000,26.47
1,2,50,0.077104,-1.002352,-0.105408,-0.490000,-1.820000,1.890000,26.45
1,2,50,0.053192,-1.014552,-0.111752,0.420000,-1.400000,-0.910000,26.45
1,2,50,0.054168,-0.999424,-0.110776,1.890000,-0.770000,-4.130000,26.45
1,2,50,0.081008,-1.010648,-0.100528,1.190000,-0.490000,-3.080000,26.48
1,2,50,0.094184,-1.006256,-0.087352,-0.140000,-1.260000,3.920000,26.48
1,2,50,0.067832,-0.995032,-0.101016,-1.400000,-2.310000,4.760000,26.44
1,2,50,0.069296,-1.010648,-0.107360,-1.260000,-2.240000,5.040000,26.46
1,2,50,0.071248,-1.008208,-0.104432,0.840000,-1.260000,-0.770000,26.41
1,2,50,0.076128,-1.008208,-0.101992,-0.140000,-1.750000,1.820000,26.48
1,2,50,0.059536,-1.006256,-0.105896,0.210000,-1.610000,1.260000,26.48
1,2,50,0.059536,-1.010160,-0.107848,0.490000,-1.330000,-0.980000,26.50
1,2,50,0.065392,-1.005280,-0.107360,0.980000,-1.120000,-1.400000,26.46
1,2,50,0.068808,-1.006744,-0.108824,1.260000,-0.910000,-1.400000,26.45
1,2,50,0.067344,-1.008696,-0.104432,1.540000,-1.190000,-1.050000,26.45
1,2,50,0.065880,-1.006256,-0.108824,0.420000,-1.540000,-0.280000,26.42
1,2,50,0.066856,-1.008696,-0.105896,0.980000,-1.330000,-0.140000,26.45
1,2,50,0.060512,-1.001376,-0.106384,1.470000,-1.190000,-1.050000,26.45
1,2,50,0.075640,-1.005280,-0.101016,0.840000,-1.330000,0.070000,26.45
1,2,50,0.067344,-1.009672,-0.104920,0.840000,-1.330000,-0.840000,26.48
1,2,50,0.071736,-1.007720,-0.105408,0.770000,-1.470000,0.070000,26.44
1,2,50,0.065392,-0.997960,-0.105896,1.820000,-0.560000,-1.890000,26.44
1,2,50,0.074176,-1.015528,-0.109312,2.730000,-0.140000,-3.220000,26.43
1,2,50,0.080520,-1.003328,-0.091256,2.450000,-0.420000,0.140000,26.46
1,2,50,0.083448,-1.003816,-0.092720,-0.210000,-1.610000,2.240000,26.45
1,2,50,0.068808,-1.011624,-0.099552,-1.330000,-1.960000,1.750000,26.46
1,2,50,0.061976,-1.004304,-0.113216,-0.420000,-1.330000,-0.560000,26.46
1,2,50,0.065392,-1.012600,-0.112240,2.240000,-0.700000,-2.940000,26.46
1,2,50,0.067344,-1.002352,-0.093696,-3.220000,-1.190000,2.170000,26.46
1,2,50,0.093208,-1.006744,-0.080032,2.520000,-0.140000,-1.120000,26.42
1,2,50,0.085400,-0.999424,-0.098576,-2.660000,-2.310000,5.250000,26.45
1,2,50,0.062952,-1.002840,-0.097600,-3.710000,-1.890000,4.690000,26.47
1,2,50,0.083936,-1.017968,-0.084424,-8.120000,-1.960000,9.030000,26.43
1,2,50,0.090280,-0.992104,-0.091256,-11.200000,-4.060000,15.120000,26.46
1,2,50,0.061488,-1.005768,-0.119560,-13.230000,-4.270000,13.650000,26.46
1,2,50,0.027328,-0.999424,-0.129320,-7.840000,-3.570000,6.860000,26.49
1,2,50,0.027816,-1.010648,-0.148352,-1.680000,-1.680000,-2.450000,26.49
1,2,50,0.089304,-1.019432,-0.091744,2.590000,-2.660000,5.530000,26.44
1,2,50,0.092232,-0.991128,-0.093696,-5.180000,-3.710000,11.480000,26.43
1,2,51,0.049776,-0.996984,-0.105408,-8.680000,-4.830000,11.480000,26.46
1,2,51,0.036600,-0.992592,-0.120536,-7.910000,-5.180000,6.440000,26.50
1,2,51,0.026840,-1.003816,-0.128832,-4.620000,-3.990000,2.100000,26.50
1,2,51,0.047336,-1.004792,-0.136640,-1.750000,-0.840000,-2.870000,26.44
1,2,51,0.041968,-1.006256,-0.131272,5.180000,-0.350000,-5.670000,26.44
1,2,51,0.063440,-1.008696,-0.103944,2.660000,-0.770000,-2.310000,26.41
1,2,51,0.065880,-1.001376,-0.104432,0.420000,-1.470000,0.140000,26.41
1,2,51,0.057584,-1.006256,-0.115168,-0.280000,-1.610000,-0.140000,26.45
1,2,51,0.062952,-1.006744,-0.113704,0.210000,-1.680000,0.350000,26.46
1,2,51,0.064416,-1.005768,-0.112240,0.140000,-1.680000,1.400000,26.46
1,2,51,0.052704,-1.007232,-0.114680,0.280000,-1.610000,0.770000,26.47
1,2,51,0.056120,-1.002840,-0.113704,0.560000,-1.610000,0.000000,26.45
1,2,51,0.058560,-1.003816,-0.116144,1.960000,-0.840000,-2.100000,26.41
1,2,51,0.060512,-1.008696,-0.113216,3.080000,-0.630000,-2.030000,26.41
1,2,51,0.066856,-1.005768,-0.105896,2.450000,-0.840000,-1.120000,26.41
1,2,51,0.066368,-1.002840,-0.102480,0.630000,-1.610000,0.980000,26.47
1,2,51,0.064416,-1.005768,-0.109312,-1.120000,-1.820000,1.680000,26.44
1,2,51,0.053192,-1.006256,-0.118096,-0.140000,-1.540000,-0.210000,26.44
1,2,51,0.049288,-1.006744,-0.116144,1.610000,-1.190000,-1.680000,26.50
1,2,51,0.064416,-1.005768,-0.110776,0.700000,-1.260000,-0.070000,26.46
1,2,51,0.061000,-1.002840,-0.112240,0.630000,-1.260000,-0.490000,26.47
1,2,51,0.061000,-1.007720,-0.108336,0.420000,-1.540000,0.140000,26.44
1,2,51,0.064416,-1.003328,-0.111752,0.350000,-1.540000,0.630000,26.44
1,2,51,0.063928,-1.004304,-0.111752,0.140000,-1.750000,0.910000,26.43
1,2,51,0.056120,-1.006256,-0.110288,0.490000,-1.470000,0.140000,26.44
1,2,51,0.062464,-1.005768,-0.110776,0.490000,-1.470000,-0.140000,26.44
1,2,51,0.066856,-1.005768,-0.108336,0.700000,-1.400000,0.490000,26.47
1,2,51,0.063928,-1.006744,-0.110776,0.350000,-1.610000,0.700000,26.48
1,2,51,0.058560,-1.005768,-0.112240,0.070000,-1.540000,-0.070000,26.49
1,2,51,0.058072,-1.005768,-0.116144,0.770000,-1.330000,-0.840000,26.45
1,2,51,0.060024,-1.005280,-0.112728,1.750000,-0.910000,-2.030000,26.45
1,2,51,0.066856,-1.007232,-0.108824,1.890000,-1.050000,-1.120000,26.45
1,2,51,0.063928,-1.003816,-0.109312,1.400000,-1.120000,-0.700000,26.44
1,2,51,0.063928,-1.005768,-0.108336,-0.420000,-1.890000,1.050000,26.44
1,2,51,0.061488,-1.006744,-0.114680,0.420000,-1.470000,0.070000,26.44
1,2,51,0.060512,-1.007232,-0.114680,0.910000,-1.330000,-0.280000,26.43
1,2,51,0.062464,-1.007232,-0.108824,0.980000,-1.330000,-0.420000,26.48
1,2,51,0.065392,-1.004304,-0.108824,0.560000,-1.470000,0.140000,26.41
1,2,51,0.065392,-1.008208,-0.108336,0.210000,-1.680000,0.630000,26.41
1,2,51,0.067344,-1.002352,-0.110288,0.350000,-1.680000,0.840000,26.43
1,2,51,0.062464,-1.006256,-0.108824,0.910000,-1.470000,0.280000,26.44
1,2,51,0.062952,-1.006256,-0.109312,0.770000,-1.400000,-0.350000,26.47
1,2,51,0.065392,-1.004304,-0.107848,0.490000,-1.400000,-0.140000,26.47
1,2,51,0.062464,-1.006744,-0.107848,0.210000,-1.680000,0.630000,26.46
1,2,51,0.067344,-1.009672,-0.108336,-0.420000,-1.750000,1.750000,26.45
1,2,51,0.056120,-1.003816,-0.112728,0.910000,-1.260000,-0.140000,26.46
1,2,51,0.051728,-1.006744,-0.108336,1.820000,-0.700000,-3.360000,26.46
1,2,51,0.065392,-1.008696,-0.107848,1.470000,-0.770000,-2.660000,26.42
1,2,51,0.061000,-1.009184,-0.109800,0.560000,-1.540000,0.700000,26.43
1,2,51,0.058560,-1.007232,-0.109800,0.840000,-1.260000,-0.490000,26.45
1,2,51,0.065392,-1.005768,-0.107848,0.420000,-1.330000,-0.700000,26.45
1,2,51,0.069296,-1.005280,-0.108336,0.420000,-1.470000,0.560000,26.44
1,2,51,0.067344,-1.006256,-0.108336,0.490000,-1.610000,0.700000,26.47
1,2,51,0.061976,-1.007720,-0.109800,0.350000,-1.540000,0.350000,26.47
1,2,52,0.060024,-1.006256,-0.110288,0.210000,-1.540000,0.000000,26.47
1,2,52,0.067832,-1.004792,-0.108336,1.330000,-1.260000,-0.070000,26.45
1,2,52,0.065880,-1.003816,-0.105408,0.630000,-1.540000,17.850000,26.50
1,2,52,0.066368,-1.005768,-0.110776,0.000000,-1.610000,0.280000,26.45
1,2,52,0.064904,-1.004792,-0.110776,0.490000,-1.470000,0.420000,26.45
1,2,52,0.065392,-1.006256,-0.107848,1.050000,-1.400000,-0.280000,26.46
1,2,52,0.064416,-1.005768,-0.110776,1.120000,-1.330000,-0.350000,26.46
1,2,52,0.061488,-1.008696,-0.107360,1.050000,-1.120000,-1.190000,26.45
1,2,52,0.065392,-1.008208,-0.107848,1.470000,-1.190000,-0.420000,26.43
1,2,52,0.066856,-1.006256,-0.107848,1.680000,-1.190000,-0.280000,26.43
1,2,52,0.066856,-1.005768,-0.104432,1.470000,-1.190000,-0.700000,26.51
1,2,52,0.066856,-1.006744,-0.107848,0.980000,-1.260000,-0.700000,26.48
1,2,52,0.069296,-1.008696,-0.103944,0.910000,-1.400000,0.000000,26.48
1,2,52,0.069296,-1.006744,-0.104432,0.630000,-1.610000,0.490000,26.47
1,2,52,0.069296,-1.005768,-0.106872,0.630000,-1.540000,0.210000,26.46
1,2,52,0.069296,-1.005280,-0.106384,0.700000,-1.470000,0.070000,26.45
1,2,52,0.067832,-1.004304,-0.106384,0.560000,-1.540000,0.490000,26.45
1,2,52,0.074176,-1.003816,-0.107360,0.140000,-1.680000,0.770000,26.45
1,2,52,0.068320,-1.010160,-0.109800,0.070000,-1.610000,0.490000,26.52
1,2,52,0.067344,-1.006744,-0.106872,0.630000,-1.470000,0.070000,26.50
1,2,52,0.065880,-1.006744,-0.106872,0.770000,-1.400000,-0.280000,26.50
1,2,52,0.066368,-1.006744,-0.105408,0.350000,-1.400000,0.070000,26.48
1,2,52,0.061976,-1.005768,-0.108336,0.280000,-1.540000,0.420000,26.49
1,2,52,0.068320,-1.007720,-0.106384,0.350000,-1.610000,0.490000,26.46
1,2,52,0.074664,-1.004304,-0.105408,-0.070000,-1.610000,1.050000,26.46
1,2,52,0.068320,-1.003816,-0.105896,-0.280000,-1.820000,0.980000,26.45
1,2,52,0.069784,-1.008208,-0.105896,-0.350000,-1.680000,1.540000,26.45
1,2,52,0.065392,-1.007232,-0.106872,-0.420000,-2.380000,2.310000,26.46
1,2,52,0.046848,-1.000400,-0.102480,-0.420000,-1.960000,1.400000,26.46
1,2,52,0.064416,-0.998936,-0.111752,0.350000,-1.820000,0.910000,26.51
1,2,52,0.077592,-1.006256,-0.102480,-0.980000,-2.100000,2.030000,26.46
1,2,52,0.079056,-1.011136,-0.106384,-2.590000,-3.360000,7.210000,26.48
1,2,52,0.045384,-1.005280,-0.104920,-3.990000,-4.480000,8.190000,26.48
1,2,52,0.090768,-1.012112,-0.106872,-5.740000,-4.970000,11.900000,26.55
1,2,52,0.053192,-0.999424,-0.121024,-5.950000,-3.850000,10.290000,26.51
1,2,52,0.054168,-1.003328,-0.109800,-3.990000,-3.640000,7.770000,26.48
1,2,52,0.039040,-1.006744,-0.125416,2.170000,-0.840000,-3.570000,26.54
1,2,52,0.072712,-1.005280,-0.107360,-0.280000,-1.960000,1.540000,26.45
1,2,52,0.065392,-1.011136,-0.108824,-1.470000,-2.310000,4.760000,26.45
1,2,52,0.060512,-1.006744,-0.115168,-2.100000,-2.520000,4.830000,26.49
1,2,52,0.045384,-1.004304,-0.116632,-1.470000,-2.100000,2.660000,26.49
1,2,52,0.045872,-1.004792,-0.118584,-0.140000,-1.680000,-0.560000,26.49
1,2,52,0.053680,-1.003816,-0.114192,1.400000,-1.260000,-2.030000,26.43
1,2,52,0.056608,-1.007232,-0.113704,1.330000,-1.260000,-2.030000,26.43
1,2,52,0.055632,-1.004304,-0.111752,0.700000,-1.470000,-0.070000,26.49
1,2,52,0.056608,-1.006744,-0.112240,0.070000,-1.540000,0.490000,26.50
1,2,52,0.055632,-1.004792,-0.115656,0.490000,-1.400000,0.070000,26.46
1,2,52,0.054168,-1.006744,-0.114192,0.840000,-1.400000,-0.560000,26.46
1,2,52,0.056120,-1.004792,-0.113216,1.190000,-1.190000,-1.050000,26.51
1,2,52,0.056120,-1.007720,-0.110776,1.190000,-1.190000,-1.470000,26.46
1,2,52,0.059048,-1.003816,-0.110776,1.120000,-1.400000,-1.120000,26.46
1,2,52,0.062952,-1.004304,-0.115168,-0.700000,-2.030000,2.870000,26.48
1,2,53,0.048800,-1.008696,-0.117120,0.280000,-1.680000,1.330000,26.50
1,2,53,0.051728,-1.002352,-0.115656,0.560000,-1.470000,-0.630000,26.44
1,2,53,0.054656,-1.007720,-0.113704,0.700000,-1.330000,-1.190000,26.44
1,2,53,0.063928,-1.004792,-0.112240,0.630000,-1.610000,0.000000,26.48
1,2,53,0.058072,-1.006744,-0.115656,0.560000,-1.470000,0.560000,26.53
1,2,53,0.056608,-1.006256,-0.113216,0.770000,-1.330000,-0.070000,26.46
1,2,53,0.059048,-1.005768,-0.115656,-0.070000,-1.680000,0.700000,26.47
1,2,53,0.058072,-1.008696,-0.117608,0.560000,-1.680000,0.350000,26.47
1,2,53,0.054656,-1.006256,-0.113216,1.190000,-1.330000,-0.490000,26.48
1,2,53,0.058560,-1.003328,-0.112728,1.120000,-1.120000,-1.400000,26.48
1,2,53,0.056608,-1.006744,-0.110776,1.050000,-1.190000,-1.470000,26.48
1,2,53,0.062464,-1.006256,-0.112728,1.120000,-1.190000,-0.700000,26.51
1,2,53,0.063440,-1.004792,-0.111264,0.700000,-1.540000,0.420000,26.50
1,2,53,0.056120,-1.004304,-0.114680,0.630000,-1.400000,-0.980000,26.49
1,2,53,0.057096,-1.008208,-0.113704,0.910000,-1.190000,-0.980000,26.45
1,2,53,0.061976,-1.004304,-0.114680,1.190000,-1.260000,-0.700000,26.45
1,2,53,0.060512,-1.007232,-0.111264,0.910000,-1.330000,0.280000,26.48
1,2,53,0.061976,-1.005280,-0.110288,0.420000,-1.610000,0.770000,26.46
1,2,53,0.066856,-1.007232,-0.108824,-0.070000,-1.610000,1.260000,26.46
1,2,53,0.061000,-1.004792,-0.111752,-0.210000,-1.680000,0.910000,26.49
1,2,53,0.059536,-1.004792,-0.110776,0.700000,-1.470000,0.210000,26.47
1,2,53,0.058072,-1.006256,-0.109800,0.630000,-1.470000,0.070000,26.50
1,2,53,0.062952,-1.004304,-0.112728,0.420000,-1.610000,-0.280000,26.44
1,2,53,0.064416,-1.007232,-0.111752,0.350000,-1.540000,0.000000,26.44
1,2,53,0.065392,-1.006744,-0.111264,0.000000,-1.680000,1.260000,26.49
1,2,53,0.056120,-1.006256,-0.115168,0.350000,-1.610000,1.050000,26.44
1,2,53,0.058560,-1.006256,-0.111752,0.490000,-1.400000,0.140000,26.44
1,2,53,0.061488,-1.005768,-0.113704,0.490000,-1.470000,0.840000,26.46
1,2,53,0.058560,-1.004304,-0.112728,1.120000,-1.400000,0.070000,26.51
1,2,53,0.060024,-1.004792,-0.108336,0.630000,-1.470000,-0.350000,26.48
1,2,53,0.061976,-1.006744,-0.110288,0.140000,-1.610000,0.140000,26.51
1,2,53,0.060512,-1.007232,-0.112240,0.350000,-1.610000,0.070000,26.51
1,2,53,0.062464,-1.006256,-0.114192,0.700000,-1.470000,0.210000,26.48
1,2,53,0.061000,-1.004792,-0.111264,0.700000,-1.610000,0.210000,26.48
1,2,53,0.061976,-1.008696,-0.111264,0.210000,-1.750000,0.420000,26.47
1,2,53,0.060024,-1.004792,-0.113704,0.350000,-1.540000,0.700000,26.48
1,2,53,0.056608,-1.005280,-0.112240,0.770000,-1.400000,-0.280000,26.41
1,2,53,0.062464,-1.006744,-0.110288,0.560000,-1.400000,-0.210000,26.45
1,2,53,0.061000,-1.003328,-0.109800,0.350000,-1.540000,0.210000,26.47
1,2,53,0.063440,-1.007232,-0.109312,-0.210000,-1.680000,1.400000,26.47
1,2,53,0.061488,-1.004304,-0.110776,-0.210000,-1.680000,1.470000,26.50
1,2,53,0.061000,-1.006744,-0.111752,0.350000,-1.610000,0.910000,26.44
1,2,53,0.059048,-1.005280,-0.113704,0.700000,-1.470000,0.070000,26.45
1,2,53,0.055632,-1.004304,-0.110288,0.910000,-1.330000,-0.700000,26.45
1,2,53,0.063928,-1.003816,-0.111264,0.420000,-1.470000,-0.840000,26.49
1,2,53,0.063440,-1.006256,-0.111264,0.350000,-1.470000,-0.210000,26.50
1,2,53,0.065392,-1.006256,-0.114192,0.420000,-1.540000,0.420000,26.50
1,2,53,0.062952,-1.005280,-0.112240,0.350000,-1.540000,0.770000,26.46
1,2,53,0.058072,-1.006256,-0.112240,0.490000,-1.610000,0.490000,26.45
1,2,54,0.061000,-1.005280,-0.113704,0.490000,-1.540000,0.420000,26.50
1,2,54,0.061000,-1.006744,-0.111264,0.490000,-1.400000,0.350000,26.50
1,2,54,0.063928,-1.006256,-0.110288,0.210000,-1.610000,1.050000,26.50
1,2,54,0.062464,-1.004792,-0.114192,-0.070000,-1.610000,0.840000,26.48
1,2,54,0.059048,-1.006256,-0.114192,0.280000,-1.680000,0.350000,26.47
1,2,54,0.061000,-1.002840,-0.113216,0.350000,-1.610000,0.560000,26.47
1,2,54,0.058072,-1.004304,-0.113216,0.420000,-1.470000,-0.140000,26.51
1,2,54,0.063440,-1.006744,-0.111264,0.070000,-1.610000,0.840000,26.50
1,2,54,0.063440,-1.005280,-0.114680,0.140000,-1.680000,0.840000,26.49
1,2,54,0.056120,-1.006256,-0.115168,0.420000,-1.540000,0.490000,26.49
1,2,54,0.058072,-1.005768,-0.113704,0.560000,-1.470000,-0.070000,26.46
1,2,54,0.063440,-1.004792,-0.110288,0.560000,-1.610000,0.280000,26.49
1,2,54,0.061000,-1.003816,-0.110288,0.210000,-1.540000,0.630000,26.52
1,2,54,0.058560,-1.004304,-0.111752,0.210000,-1.680000,0.210000,26.52
1,2,54,0.060512,-1.005280,-0.112728,0.490000,-1.540000,-0.070000,26.49
1,2,54,0.064416,-1.004304,-0.113216,0.490000,-1.400000,0.070000,26.50
1,2,54,0.061976,-1.006256,-0.110776,0.700000,-1.470000,-0.140000,26.46
1,2,54,0.061976,-1.003328,-0.109800,0.560000,-1.540000,-0.070000,26.46
1,2,54,0.060024,-1.005768,-0.112240,0.140000,-1.540000,0.210000,26.50
1,2,54,0.060024,-1.009184,-0.115168,0.630000,-1.610000,-0.140000,26.48
1,2,54,0.062952,-1.008696,-0.112728,0.910000,-1.400000,-0.210000,26.48
1,2,54,0.062464,-1.006256,-0.111264,0.560000,-1.540000,-0.350000,26.52
1,2,54,0.060024,-1.005280,-0.111264,0.630000,-1.540000,0.070000,26.44
1,2,54,0.058072,-1.009184,-0.111752,0.630000,-1.540000,-0.350000,26.48
1,2,54,0.065880,-1.006256,-0.110776,0.420000,-1.750000,0.700000,26.48
1,2,54,0.061000,-1.005768,-0.111752,0.140000,-1.680000,0.700000,26.48
1,2,54,0.063440,-1.005768,-0.112240,0.210000,-1.610000,0.560000,26.46
1,2,54,0.060512,-1.003328,-0.112728,0.630000,-1.470000,-0.140000,26.49
1,2,54,0.059536,-1.007720,-0.114192,0.700000,-1.470000,-0.490000,26.49
1,2,54,0.066856,-1.004792,-0.109800,0.210000,-1.610000,0.840000,26.49
1,2,54,0.058072,-1.007720,-0.112240,0.140000,-1.610000,0.840000,26.50
1,2,54,0.058072,-1.006744,-0.113216,0.420000,-1.540000,0.280000,26.50
1,2,54,0.058072,-1.006256,-0.114192,0.770000,-1.330000,-0.910000,26.50
1,2,54,0.063440,-1.005280,-0.110776,0.840000,-1.400000,-0.420000,26.45
1,2,54,0.055632,-1.009672,-0.116632,1.750000,-0.840000,-2.100000,26.48
1,2,54,0.070760,-1.010648,-0.106384,1.820000,-0.980000,-0.910000,26.43
1,2,54,0.069784,-1.003816,-0.106384,0.980000,-1.540000,-0.560000,26.46
1,2,54,0.066856,-1.005280,-0.107848,0.070000,-1.610000,-0.140000,26.46
1,2,54,0.065880,-1.007720,-0.111264,0.770000,-1.540000,-0.280000,26.50
1,2,54,0.067832,-1.003816,-0.109312,1.260000,-1.260000,-0.490000,26.45
1,2,54,0.063928,-1.007720,-0.107848,1.050000,-1.400000,-0.630000,26.45
1,2,54,0.064416,-1.008696,-0.109312,0.420000,-1.680000,-0.840000,26.53
1,2,54,0.068320,-1.008208,-0.107360,0.980000,-1.540000,0.490000,26.48
1,2,54,0.068320,-1.002840,-0.109312,0.350000,-1.610000,0.210000,26.45
1,2,54,0.065880,-1.007232,-0.109800,0.420000,-1.610000,-0.070000,26.52
